epoch	global_step	loss	test_loss	test_accuracy
1	2933	0.12488007847126986	0	0	0	
2	5866	0.05800314464202999	0	0	0	
3	8799	0.04675851641232559	0	0	0	
4	11732	0.03930858392535742	0	0	0	
5	14665	0.032710932560721	0.016094956909443396	0.022785330492797625	0.9947619560147813	
6	17598	0.028052205497966186	0	0	0	
7	20531	0.022637596026775546	0	0	0	
8	23464	0.018474645693672676	0	0	0	
9	26397	0.01500175971765643	0	0	0	
10	29330	0.011576338547241962	0.02054439682536207	0.03515497005467633	0.9940480034441933	
11	32263	0.008829353141772108	0	0	0	
12	35196	0.007962271529585873	0	0	0	
13	38129	0.006711103138510452	0	0	0	
14	41062	0.004962816225065991	0	0	0	
15	43995	0.004095367015319028	0.035638009390076206	0.04959808244294969	0.9937322857245363	
16	46928	0.0034983042439933683	0	0	0	
17	49861	0.00302840602456075	0	0	0	
18	52794	0.0020285963775270844	0	0	0	
19	55727	0.0020313313504708823	0	0	0	
20	58660	0.0020188074412958016	0.03132551804593524	0.043932962074742336	0.994959279589567	
21	61593	0.001391484854137197	0	0	0	
22	64526	0.0010959182406659758	0	0	0	
23	67459	0.0010502100948821885	0	0	0	
24	70392	0.0008145133636910287	0	0	0	
25	73325	0.0006158478874744105	0.03954156283982012	0.05965076610327637	0.9944103612815269	
