epoch	global_step	loss	test_loss	test_accuracy
1	734	0.23110807216053764	0	0	0	
2	1468	0.1211566325842989	0	0	0	
3	2202	0.0971668914939995	0	0	0	
4	2936	0.08055654351031077	0	0	0	
5	3670	0.06050360091726869	0.010314763911668025	0.07939575584750722	0.9795572776522082	
6	4404	0.05000118895509022	0	0	0	
7	5138	0.040977938396412734	0	0	0	
8	5872	0.033638786926516014	0	0	0	
9	6606	0.02718664020508793	0	0	0	
10	7340	0.02340916689186819	0.015016072694650034	0.04182115776051277	0.9891759049976679	
11	8074	0.019380852825787713	0	0	0	
12	8808	0.01803420569918344	0	0	0	
13	9542	0.01641752400673572	0	0	0	
14	10276	0.013160071131213103	0	0	0	
15	11010	0.012317035479687344	0.018645916489518077	0.05608741407499339	0.9873677035123596	
16	11744	0.010640473027337071	0	0	0	
17	12478	0.008958842089017142	0	0	0	
18	13212	0.007632488093071025	0	0	0	
19	13946	0.006982262208533225	0	0	0	
20	14680	0.005522028839029911	0.04537742849021991	0.07795543333881287	0.9843253327593011	
21	15414	0.004994024112591443	0	0	0	
22	16148	0.004561734664723279	0	0	0	
23	16882	0.003554970837226033	0	0	0	
24	17616	0.004175834110722708	0	0	0	
25	18350	0.0022734319573018175	0.04282358870748456	0.07255709309645261	0.9867470311771248	
26	19084	0.0025636348649522196	0	0	0	
27	19818	0.0018273789739039448	0	0	0	
28	20552	0.0015070519945223414	0	0	0	
29	21286	0.0010254458423008192	0	0	0	
30	22020	0.0012125439677148262	0.04907737253025876	0.0769485309995577	0.9865640584077782	
